file_number,category,doc_type,order_date,fsa,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-001567-26,L4,ExParte Order,2026-01-13,N9A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rx1GDIAY/LTB-L-001567-26-Signed.pdf,text,"[500.0, 5620.99, 620.91, 51.12, 1554.88, 174.25, 51.12, 620.91, 45.0, 51.12, 174.25, 51.12]",[],620.91,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2025     >>>$620.91<<<     New Arrears     January 1, 2026 to January  13, 2026     $(840.16)  New NSF",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-002938-26,L4,Amended Order,2026-04-10,N8W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xcD5YIAU/LTB-L-002938-26-AM-SA-AM - April 10 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-018671-26,L4,ExParte Order,2026-03-16,L3T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vTZwDIAW/LTB-L-018671-26-EX -Signed.pdf,text,"[21000.0, 34386.0, 33386.0, 82.19, 2500.0, 38701.04, 82.19, 33386.0, 5315.04, 82.19, 38701.04, 82.19]",[34386.0],38701.04,arrears,"Landlord on or after March 28, 2026.  5. The Tenants shall pay to the Landlord >>>$38,701.04<<<*. (Less any payments made by the  Tenants after this application was filed on M",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-042307-26,L4,ExParte Order,2026-05-20,N1R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zzdVzIAI/LTB-L-042307-26-EX.pdf,text,"[8628.52, 6528.52, 2154.95, 70.85, 2154.95, 5773.21, 70.85, 6528.52, 1417.0, 2154.95, 17.36, 70.85, 5773.21, 70.85]",[8628.52],6528.52,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$6,528.52<<<     New Arrears     May 1, 2026, to May 20, 2026     $1,417.00     Less the ren",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-107609-25,L4,ExParte Order,2026-01-08,K9J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000r4sHvIAI/LTB-L-107609-25-Signed.pdf,text,"[4712.0, 4460.0, 26.66, 811.0, 8674.28, 26.66, 4460.0, 4214.28, 26.66, 8674.28, 26.66]",[4712.0],8674.28,arrears,"Landlord on or after January 20, 2026.  5. The Tenant shall pay to the Landlord >>>$8,674.28<<<*. (Less any payments made by the  Tenant after this application was filed on De",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-004334-26,L4,ExParte Order,2026-01-26,M2J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sodiDIAQ/LTB-L-004334-26-EX - January 26 2026.pdf,text,"[250.0, 29339.5, 28589.5, 43.76, 1331.0, 31483.26, 43.76, 28589.5, 2893.76, 43.76, 31483.26, 43.76]",[29339.5],31483.26,arrears,"Landlord on or after February 7, 2026.  5. The Tenant shall pay to the Landlord >>>$31,483.26<<<*. (Less any payments made by the  Tenant after this application was filed on Ja",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-039881-26,L4,ExParte Order,2026-05-11,L4C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zVWi2IAG/LTB-L-039881-26-EX.pdf,text,"[50.79, 1545.0]",[],1545.0,ambiguous-max,"t of the unit at a daily rate of $50.79. This amount is calculated  as follows: >>>$1,545.00<<< x 12, divided by 365 days.  It is ordered that:  1. The tenancy between the Lan","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-034381-26,L4,ExParte Order,2026-05-11,L9W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zSpPRIA0/LTB-L-034381-26-EX.pdf,text,"[548.0, 3611.0, 13586.0, 4942.0, 118.72, 3611.0, 7858.92, 118.72, 4942.0, 2916.92, 118.72, 7858.92, 118.72]",[13586.0],7858.92,arrears,"e Landlords on or after May 23, 2026.  5. The Tenant shall pay to the Landlords >>>$7,858.92<<<. (Less any payments made by the  Tenant after this application was filed on Apr",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-104640-25,L4,Order,2026-01-23,M5R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sfRunIAE/LTB-L-104640-25-SA.pdf,text,"[7132.5, 713.25, 1682.39, 8313.89, 715.0, 3000.0, 8313.89, 700.0, 612.89]",[],8313.89,arrears,"lled and replaced with the following:   4. The Tenant shall pay to the Landlord >>>$8,313.89<<< as follows:  • The Tenant shall pay to the Landlord $700.00 on or before the 15",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-013827-26,L4,ExParte Order,2026-02-17,K6J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000u9h43IAA/LTB-L-013827-26-EX - February 17 2026.pdf,text,"[310.28, 3723.43, 3111.47, 23.78, 723.46, 3515.73, 23.78, 3111.47, 404.26, 0.0, 23.78, 3515.73, 23.78]",[3723.43],3515.73,arrears,"he Landlord on or after March 1, 2026.  5. The Tenant shall pay to the Landlord >>>$3,515.73<<<*. (Less any payments made by the  Tenant after this application was filed on Fe",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-030823-26,L4,ExParte Order,2026-04-14,K4A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xiyTDIAY/LTB-L-030823-26-EX - April 14 2026.pdf,text,"[86.43, 2629.0]",[],2629.0,ambiguous-max,"t of the unit at a daily rate of $86.43. This amount is  calculated as follows: >>>$2,629.00<<< x 12, divided by 365 days.  It is ordered that:  1. The tenancy between the Lan","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-065014-25,L4,Review Order,2026-01-06,L1G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000qwT0ZIAU/LTB-L-065014-25-RV.pdf,text,"[2000.0, 2000.0, 2000.0]",[],2000.0,ambiguous-max,"lication,  the Landlord claims the Tenants did not make the required payment of >>>$2,000.00<<< on or  before August 5, 2025 pursuant to order LTB-L-071843-24.  14. In her tes","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-032671-26,L4,ExParte Order,2026-04-21,M4Y,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yDSdTIAW/LTB-L-032671-26-EX - April 21 2026.pdf,text,"[1089.0, 15258.44, 13068.97, 2069.53, 68.04, 2069.53, 14484.59, 68.04, 13068.97, 3498.37, 2069.53, 13.22, 68.04, 14484.59, 68.04]",[15258.44],14484.59,arrears,"the Landlord on or after May 3, 2026.  5. The Tenant shall pay to the Landlord >>>$14,484.59<<<*. (Less any payments made by the  Tenant after this application was filed on Ap",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-018492-26,L4,ExParte Order,2026-03-06,P3B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uyRlAIAU/LTB-L-018492-26-Signed.pdf,text,"[300.0, 8286.0, 8286.0, 44.38, 1350.0, 9902.28, 44.38, 8286.0, 1616.28, 44.38, 9902.28, 44.38]",[8286.0],9902.28,arrears,"e Landlord on or after March 18, 2026.  5. The Tenant shall pay to the Landlord >>>$9,902.28<<<*. (Less any payments made by the  Tenant after this application was filed on Fe",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-010229-26,L4,Order,2026-03-27,N0J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w9sksIAA/LTB-L-010229-26-SA.pdf,text,"[2536.0, 500.0, 345.33, 500.0]",[],2536.0,arrears,"empsey, attended the hearing.  Determinations:  1. The Tenant owed the Landlord >>>$2,536.00<<< in arrears and costs to the end of January 2026.   The Tenant was ordered to pa","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-000465-26,L4,ExParte Order,2026-01-12,K6H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rpjvwIAA/LTB-L-000465-26.pdf,text,"[30.0, 1291.51, 230.0, 230.0, 42.46, 1291.51, 739.52, 42.46, 230.0, 509.52, 42.46, 739.52, 42.46]",[230.0],739.52,arrears,"Landlord on or after January 24, 2026.  5. The Tenant shall pay to the Landlord >>>$739.52<<<*. (Less any payments made by the  Tenant after this application was filed on Ja",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-006274-26,L4,Order,2026-03-10,N5Y,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v7vlZIAQ/LTB-L-006274-26-SA - March 10 2026.pdf,text,"[4094.42, 1941.71, 400.0, 350.0, 352.71]",[],4094.42,arrears,"59-25 is  replaced with the following:  4. The Tenant shall pay to the Landlord >>>$4,094.42<<< for arrears of rent up to March 31, 2026  and costs.     File Number: LTB-L-006",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-035677-26,L4,ExParte Order,2026-05-04,L1H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z8lZjIAI/LTB-L-035677-26-EX - May 4 2026.pdf,text,"[349.06, 8377.59, 4177.59, 47.05, 1431.17, 15008.93, 47.05, 4177.59, 10831.34, 47.05, 15008.93, 47.05]",[8377.59],15008.93,arrears,"the Landlord on or after May 16, 2026.  5. The Tenant shall pay to the Landlord >>>$15,008.93<<<*. (Less any payments made by the  Tenant after this application was filed on Ap",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-T-050867-25,T2,Order,2026-05-14,M6J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zMLxHIAW/LTB-T-050867-25 - May 14 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-042638-25,T2,Order,2026-04-30,M1R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yqlebIAA/LTB-T-042638-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-102829-25,T2,ExParte Order,2026-01-22,K2S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000siztXIAQ/LTB-T-102829-25-EX Eng.pdf,text,[],[],,,,no dollar amount found
LTB-T-092147-25,T2,Order,2026-04-09,N0H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x2abhIAA/LTB-T-092147-25_HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-011804-24,T2,Order,2026-02-24,N3T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uRzn8IAC/LTB-T-011804-24-HR - Withdrawn.pdf,text,[],[],,,,no dollar amount found
LTB-T-056626-25,T2,Order,2026-04-02,K6A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x1Jl2IAE/LTB-T-056626-25-HR Fr.pdf,text,[],[],,,,no dollar amount found
LTB-T-030694-25,T2,Order,2026-01-20,L8L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000s9OnEIAU/LTB-T-030694-25_Consent - January 20 2026.pdf,text,[3516.0],[],3516.0,arrears,"It is ordered on consent that:  1. The Landlord shall pay the Tenant >>>$3,516.00<<< by deducting this amount from the rent  arrears owed in LTB-L-032572-25 issued","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-090220-25,T2,Review Order,2026-03-06,K2P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v85GGIAY/LTB-T-090220-25-RV certified.pdf,text,[],[],,,,no dollar amount found
LTB-T-033251-26,T2,Order,2026-05-04,L1N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yzBaNIAU/LTB-T-033251-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-T-092203-24,T2,Order,2026-01-27,N7M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000seDXOIA2/LTB-T-092203-24-HRs.pdf,text,[],[],,,,no dollar amount found
LTB-T-105981-24,T2,Order,2026-03-23,N1R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wAA0AIAW/LTB-T-105981-24-HR.pdf,text,[3000.0],[],3000.0,stated_total,"d on consent that:  1. The total amount the Landlord shall pay to the Tenant is >>>$3,000.00<<<. This payment  represents a full and final settlement of the Tenant’s applicati","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-066856-25,T2,Order,2026-04-01,M1T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wT6SDIA0/LTB-T-066856-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-087484-24,T2,Order,2026-03-31,L1K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wkoIEIAY/LTB-T-087484-24-HR - March 24 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-100423-24,T2,Order,2026-03-10,M2J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v4BdgIAE/LTB-T-100423-24-HR - March 10 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-083854-25,T2,Order,2026-03-17,M2H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vrJGbIAM/LTB-T-083854-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-087989-25,T2,Review Order,2026-05-29,L3B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010nNB3IAM/LTB-T-087989-25-RV eng.pdf,text,[825.0],[],825.0,other,not affect the outcome. The Landlord submits they  collected a rent deposit of >>>$825.00<<<  and that is the amount that has been ordered repaid  to the Tenant along with,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-T-039271-25,T2,ExParte Order,2026-01-05,N1H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rdIZjIAM/LTB-T-039271-25-EX.pdf,text,[],[],,,,no dollar amount found
LTB-T-094278-25,T2,Review Order,2026-05-22,M1P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010Ov34IAC/LTB-T-094278-25-RV.pdf,text,[],[],,,,no dollar amount found
LTB-T-088641-24,T2,Order,2026-04-13,L4N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x71dMIAQ/LTB-T-088641-24-HR__LTB-T-048826-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-058135-25,T2,Order,2026-04-22,L8N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yJyU9IAK/LTB-T-058135-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-056371-25,T2,Order,2026-01-05,N9A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000r9mrjIAA/LTB-T-056371-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-060885-25,T2,Order,2026-02-11,L1L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tRS0ZIAW/LTB-T-060885-25-HR - CERT.pdf,text,[],[],,,,no dollar amount found
LTB-T-103359-24,T2,Order,2026-02-13,L8H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000txOxwIAE/LTB-T-103359-24-HR - February 13 2026.doc.pdf,text,[],[],,,,no dollar amount found
LTB-T-096508-25,T2,Order,2026-03-23,L7M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wAagjIAC/LTB-T-014986-25_Consent - March 23 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-055346-25,T2,Order,2026-02-25,K1C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uMHQCIA4/LTB-T-055346-25-HR - February 25 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-060310-25,T2,Order,2026-05-22,M4R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zzob3IAA/LTB-T-060310-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-087049-25,T2,Order,2026-05-29,M6B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010fcf8IAA/LTB-T-087049-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-019821-25,T2,Order,2026-04-07,K0A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x4gI5IAI/LTB-T-019821-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-062381-25,T2,Order,2026-01-19,M9B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sSYvhIAG/LTB-T-062381-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-054248-25,T2,Order,2026-03-26,K1L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wP9JiIAK/LTB-T-054248-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-059783-25,T2,ExParte Order,2026-04-15,M6M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xxMnKIAU/LTB-T-059783-25-EX.pdf,text,[],[],,,,no dollar amount found
LTB-T-070033-25,T2,Order,2026-03-10,N5W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v43jJIAQ/LTB-T-070033-25-HR.pdf,text,"[336.0, 105.0, 1100.0, 1541.0, 1100.0, 105.0, 336.0]",[],1541.0,stated_total,"It is ordered that:  1. The total amount the Landlord shall pay the Tenant is >>>$1,541.00<<<. This amount represents:   •  $1,100.00 for a rent abatement.  •  $105.00 for t","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-067363-25,T2,Order,2026-05-12,K1W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zGRcHIAW/LTB-T-067363-25_HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-021039-25,T2,Order,2026-01-09,M8V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ripYEIAY/LTB-T-021039-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-034442-25,T2,Order,2026-04-27,P0J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yGlVEIA0/LTB-T-034442-25-HR - April 27 2026.pdf,text,[],[],,,,no dollar amount found
